AptamerId,SeqId,Type,Target,SomaId,TargetFullName,UniProt,IsIn1310Panel,IsIn1129Panel,note,PlasmaDilution,SerumDilution
5088-175,5088-175_3,Protein,IL-23 R,SL005185,Interleukin-23 receptor,Q5VWK5,1,1,common,40,40
2829-19,2829-19_2,Protein,IL-27,SL006915,Interleukin-27,Q8NEV9 Q14213,1,1,common,40,40
4717-55,4717-55_2,Protein,IL-3,SL000479,Interleukin-3,P08700,1,1,common,40,40
4490-65,4490-65_2,Protein,IL-3 Ra,SL005187,Interleukin-3 receptor subunit alpha,P26951,1,1,common,40,40
4556-10,4556-10_2,Protein,IL-34,SL013548,Interleukin-34,Q6ZMJ4,1,1,common,40,40
2906-55,2906-55_3,Protein,IL-4,SL000480,Interleukin-4,P05112,1,1,common,40,40
3055-54,3055-54_2,Protein,IL-4 sR,SL003308,Interleukin-4 receptor subunit alpha,P24394,1,1,common,40,40
4491-4,4491-4_2,Protein,IL-5 Ra,SL005188,Interleukin-5 receptor subunit alpha,Q01344,1,1,common,40,40
4673-13,4673-13_2,Protein,IL-6,SL000087,Interleukin-6,P05231,1,1,common,40,40
4139-71,4139-71_2,Protein,IL-6 sRa,SL001943,Interleukin-6 receptor subunit alpha,P08887,1,1,common,1,1
4140-3,4140-3_2,Protein,IL-7,SL000483,Interleukin-7,P13232,1,1,common,40,40
5089-11,5089-11_3,Protein,IL-7 Ra,SL005189,Interleukin-7 receptor subunit alpha,P16871,1,1,common,40,40
3447-64,3447-64_2,Protein,IL-8,SL000039,Interleukin-8,P10145,1,1,common,40,40
3620-67,3620-67_5,Protein,IL22RA1,SL007806,Interleukin-22 receptor subunit alpha-1,Q8N6P7,1,1,common,40,40
3321-2,3321-2_2,Protein,IL24,SL007385,Interleukin-24,Q13007,1,1,common,40,40
5090-49,5090-49_2,Protein,ILT-2,SL005190,Leukocyte immunoglobulin-like receptor subfamily B member 1,Q8NHL6,1,1,common,1,1
5091-28,5091-28_3,Protein,ILT-4,SL005191,Leukocyte immunoglobulin-like receptor subfamily B member 2,Q8N423,1,1,common,1,1
3887-90,3887-90_2,Protein,IMB1,SL010927,Importin subunit beta-1,Q14974,1,1,common,40,40
5229-90,5229-90_3,Protein,IMDH1,SL014735,Inosine-5'-monophosphate dehydrogenase 1,P20839,1,1,common,40,40
5250-53,5250-53_3,Protein,IMDH2,SL010928,Inosine-5'-monophosphate dehydrogenase 2,P12268,1,1,common,1,1
3888-8,3888-8_1,Protein,ING1,SL009628,Inhibitor of growth protein 1,Q9UK53,1,1,common,40,1
4141-79,4141-79_1,Protein,IP-10,SL003183,C-X-C motif chemokine 10,P02778,1,1,common,40,40
3448-13,3448-13_2,Protein,IR,SL004125,Insulin receptor,P06213,1,1,common,40,40
4811-33,4811-33_3,Protein,ITI heavy chain H4,SL004739,Inter-alpha-trypsin inhibitor heavy chain H4,Q14624,1,1,common,0.005,0.005
4916-2,4916-2_1,Protein,IgD,SL000460,Immunoglobulin D,P01880,1,1,common,1,1
4135-84,4135-84_2,Protein,IgE,SL000461,Immunoglobulin E,P01854,1,1,common,1,1
3069-52,3069-52_3,Protein,IgM,SL000468,Immunoglobulin M,P01871,1,1,common,0.005,0.005
4883-56,4883-56_2,Protein,Insulin,SL000021,Insulin,P01308,1,1,common,40,40
3503-4,3503-4_2,Protein,Integrin a1b1,SL003179,Integrin alpha-I: beta-1 complex,"P56199, P05556",1,1,common,1,1
4917-62,4917-62_1,Protein,Integrin aVb5,SL003182,Integrin alpha-V: beta-5 complex,"P06756, P18084",1,1,common,1,40
5092-51,5092-51_3,Protein,JAG1,SL007328,Protein jagged-1,P78504,1,1,common,1,1
5093-47,5093-47_3,Protein,JAG2,SL007774,Protein jagged-2,Q9Y219,1,1,common,40,40
4998-50,4998-50_1,Protein,JAK2,SL007025,Tyrosine-protein kinase JAK2,O60674,1,1,common,1,1
2997-8,2997-8_1,Protein,JAM-B,SL005193,Junctional adhesion molecule B,P57087,1,1,common,40,1
2998-53,2998-53_2,Protein,JAM-C,SL005194,Junctional adhesion molecule C,Q9BX67,1,1,common,40,40
5094-62,5094-62_3,Protein,JAML1,SL009202,Junctional adhesion molecule-like,Q86YT9,1,1,common,40,40
5244-12,5244-12_3,Protein,JNK2,SL004716,Mitogen-activated protein kinase 9,P45984,1,1,common,40,40
5193-51,5193-51_3,Protein,K-ras,SL002542,GTPase KRas,P01116,1,1,common,40,40
5095-21,5095-21_3,Protein,KI2L4,SL012698,Killer cell immunoglobulin-like receptor 2DL4,Q99706,1,1,common,40,40
5096-51,5096-51_3,Protein,KI3L2,SL014269,Killer cell immunoglobulin-like receptor 3DL2,P43630,1,1,common,40,40
5097-14,5097-14_3,Protein,KI3S1,SL014289,Killer cell immunoglobulin-like receptor 3DS1,Q14943,1,1,common,40,40
5228-25,5228-25_2,Protein,KIF23,SL006189,Kinesin-like protein KIF23,Q02241,1,1,common,40,40
4557-61,4557-61_2,Protein,KIRR3,SL014111,Kin of IRRE-like protein 3,Q8IZU9,1,1,common,40,40
5098-79,5098-79_3,Protein,KLRF1,SL014209,Killer cell lectin-like receptor subfamily F member 1,Q9NZS2,1,1,common,40,40
3379-29,3379-29_1,Protein,KPCI,SL007228,Protein kinase C iota type,P41743,1,1,common,40,40
3817-18,3817-18_1,Protein,KPCT,SL007358,Protein kinase C theta type,Q04759,1,1,common,40,40
3202-28,3202-28_2,Protein,KREM2,SL010393,Kremen protein 2,Q8NCW0,1,1,common,40,40
4559-64,4559-64_2,Protein,KYNU,SL013969,Kynureninase,Q16719,1,1,common,40,40
2831-29,2831-29_1,Protein,Kallikrein 11,SL002763,Kallikrein-11,Q9UBX7,1,1,common,40,40
2833-20,2833-20_1,Protein,Kallikrein 4,SL003800,Kallikrein-4,Q9Y5K2,1,1,common,40,40
3450-4,3450-4_2,Protein,Kallikrein 6,SL001797,Kallikrein-6,Q92876,1,1,common,40,1
3378-49,3378-49_2,Protein,Kallikrein 7,SL000064,Kallikrein-7,P49862,1,1,common,1,0.005
3449-58,3449-58_2,Protein,Kallistatin,SL004876,Kallistatin,P29622,1,1,common,0.005,0.005
2860-19,2860-19_2,Protein,Karyopherin-a2,SL004718,Importin subunit alpha-1,P52292,1,1,common,40,1
5354-11,5354-11_3,Protein,Keratin 18,SL000655,"Keratin, type I cytoskeletal 18",P05783,1,1,common,40,40
4495-33,4495-33_2,Protein,"Kininogen, HMW",SL017189,Kininogen-1,P01042,1,1,common,0.005,0.005
2835-1,2835-1_4,Protein,Ku70,SL004301,X-ray repair cross-complementing protein 6,P12956,1,1,common,40,40
2781-63,2781-63_2,Protein,LAG-1,SL004356,C-C motif chemokine 4-like,Q8NHW4,1,1,common,40,40
5099-14,5099-14_3,Protein,LAG-3,SL005195,Lymphocyte activation gene 3 protein,P18627,1,1,common,40,40
3074-6,3074-6_2,Protein,LBP,SL003309,Lipopolysaccharide-binding protein,P18428,1,1,common,0.005,0.005
3452-17,3452-17_2,Protein,LCK,SL006916,Tyrosine-protein kinase Lck,P06239,1,1,common,40,40
4237-70,4237-70_3,Protein,LCMT1,SL011770,Leucine carboxyl methyltransferase 1,Q9UIC8,1,1,common,40,40
2783-18,2783-18_2,Protein,LD78-beta,SL004355,C-C motif chemokine 3-like 1,P16619,1,1,common,40,1
3890-8,3890-8_2,Protein,LDH-H 1,SL000493,L-lactate dehydrogenase B chain,P07195,1,1,common,0.005,0.005
3504-58,3504-58_2,Protein,LEAP-1,SL004536,Hepcidin,P81172,1,1,common,1,1
5000-52,5000-52_1,Protein,LG3BP,SL006522,Galectin-3-binding protein,Q08380,1,1,common,1,1
3622-33,3622-33_4,Protein,LGMN,SL008909,Legumain,Q99538,1,1,common,1,1
5355-69,5355-69_3,Protein,LIGHT,SL004648,Tumor necrosis factor ligand superfamily member 14,O43557,1,1,common,40,40
5100-53,5100-53_3,Protein,LIMP II,SL005197,Lysosome membrane protein 2,Q14108,1,1,common,40,40
4238-4,4238-4_2,Protein,LIN7B,SL012168,Protein lin-7 homolog B,Q9HAP6,1,1,common,40,40
3204-2,3204-2_2,Protein,LKHA4,SL007100,Leukotriene A-4 hydrolase,P09960,1,1,common,40,40
3322-52,3322-52_2,Protein,LRIG3,SL010464,Leucine-rich repeats and immunoglobulin-like domains protein 3,Q6UXM1,1,1,common,40,40
3323-37,3323-37_1,Protein,LRP8,SL004610,Low-density lipoprotein receptor-related protein 8,Q14114,1,1,common,40,40
4452-9,4452-9_2,Protein,LRRT1,SL014096,Leucine-rich repeat transmembrane neuronal protein 1,Q86UE6,1,1,common,40,40
4453-83,4453-83_3,Protein,LRRT3,SL014108,Leucine-rich repeat transmembrane neuronal protein 3,Q86VH5,1,1,common,40,40
2999-6,2999-6_2,Protein,LSAMP,SL005196,Limbic system-associated membrane protein,Q13449,1,1,common,1,1
3623-84,3623-84_4,Protein,LY86,SL007059,Lymphocyte antigen 86,O95711,1,1,common,1,1
3324-51,3324-51_1,Protein,LY9,SL007674,T-lymphocyte surface antigen Ly-9,Q9HBG7,1,1,common,40,40
3453-87,3453-87_2,Protein,LYN,SL006917,Tyrosine-protein kinase Lyn,P07948,1,1,common,40,40
3381-24,3381-24_2,Protein,LYNB,SL010500,"Tyrosine-protein kinase Lyn, isoform B",P07948,1,1,common,40,1
3206-4,3206-4_2,Protein,LYVE1,SL008904,Lymphatic vessel endothelial hyaluronic acid receptor 1,Q9Y5Y7,1,1,common,0.005,0.005
2780-35,2780-35_2,Protein,Lactoferrin,SL000496,Lactotransferrin,P02788,1,1,common,1,0.005
3889-64,3889-64_2,Protein,Lamin-B1,SL006132,Lamin-B1,P20700,1,1,common,40,40
2728-62,2728-62_2,Protein,Laminin,SL000497,Laminin,"P25391, P07942, P11047",1,1,common,40,40
2635-61,2635-61_2,Protein,Layilin,SL004646,Layilin,Q6UX15,1,1,common,40,40
2836-68,2836-68_2,Protein,Lipocalin 2,SL000695,Neutrophil gelatinase-associated lipocalin,P80188,1,1,common,1,0.005
4561-65,4561-65_2,Protein,Livin B,SL004299,Baculoviral IAP repeat-containing protein 7 Isoform beta,Q96CA5,1,1,common,40,40
2953-31,2953-31_2,Protein,Luteinizing hormone,SL000506,Luteinizing hormone,"P01215, P01229",1,1,common,1,1
4143-74,4143-74_2,Protein,Lymphotactin,SL003186,Lymphotactin,P47992,1,1,common,40,40
3505-6,3505-6_2,Protein,Lymphotoxin a1/b2,SL000507,Lymphotoxin alpha1:beta2,"P01374, Q06643",1,1,common,40,40
3506-49,3506-49_1,Protein,Lymphotoxin a2/b1,SL000508,Lymphotoxin alpha2:beta1,"P01374, Q06643",1,1,common,40,40
2636-10,2636-10_2,Protein,Lymphotoxin b R,SL000509,Tumor necrosis factor receptor superfamily member 3,P36941,1,1,common,40,1
4920-10,4920-10_1,Protein,Lysozyme,SL000510,Lysozyme C,P61626,1,1,common,1,0.005
2638-12,2638-12_2,Protein,M-CSF R,SL004153,Macrophage colony-stimulating factor 1 receptor,P07333,1,1,common,0.005,0.005
4240-31,4240-31_2,Protein,M2-PK,SL002650,Pyruvate kinase PKM,P14618,1,1,common,1,1
5007-1,5007-1_1,Protein,MAPK14,SL006920,Mitogen-activated protein kinase 14,Q16539,1,1,common,1,1
3820-68,3820-68_2,Protein,MAPK2,SL010503,MAP kinase-activated protein kinase 2,P49137,1,1,common,40,40
3821-28,3821-28_1,Protein,MAPK5,SL010504,MAP kinase-activated protein kinase 5,Q8IW41,1,1,common,40,40
3822-54,3822-54_2,Protein,MAPKAPK3,SL004765,MAP kinase-activated protein kinase 3,Q16644,1,1,common,1,1
3605-77,3605-77_4,Protein,MASP3,SL011049,Mannan-binding lectin serine protease 1,P48740,1,1,common,40,1
3823-9,3823-9_1,Protein,MATK,SL010505,Megakaryocyte-associated tyrosine-protein kinase,P42679,1,1,common,40,40
3325-2,3325-2_2,Protein,MATN2,SL010465,Matrilin-2,O00339,1,1,common,1,1
3208-2,3208-2_4,Protein,MATN3,SL006992,Matrilin-3,O15232,1,1,common,40,40
3891-56,3891-56_1,Protein,MBD4,SL009629,Methyl-CpG-binding domain protein 4,O95243,1,1,common,40,40
3000-66,3000-66_1,Protein,MBL,SL004516,Mannose-binding protein C,P11226,1,1,common,1,1
2578-67,2578-67_2,Protein,MCP-1,SL000038,C-C motif chemokine 2,P13500,1,1,common,40,40
2785-15,2785-15_2,Protein,MCP-2,SL000515,C-C motif chemokine 8,P80075,1,1,common,40,40
4886-3,4886-3_1,Protein,MCP-3,SL000516,C-C motif chemokine 7,P80098,1,1,common,40,40
4144-13,4144-13_1,Protein,MCP-4,SL000517,C-C motif chemokine 13,Q99616,1,1,common,40,40
3508-78,3508-78_3,Protein,MDC,SL003187,C-C motif chemokine 22,O00626,1,1,common,1,1
3853-56,3853-56_1,Protein,MDHC,SL008102,"Malate dehydrogenase, cytoplasmic",P40925,1,1,common,1,1
4245-80,4245-80_2,Protein,MDM2,SL001999,E3 ubiquitin-protein ligase Mdm2,Q00987,1,1,common,40,40
2864-2,2864-2_3,Protein,MEK1,SL003793,Dual specificity mitogen-activated protein kinase kinase 1,Q02750,1,1,common,40,40
3209-69,3209-69_1,Protein,MEPE,SL005437,Matrix extracellular phosphoglycoprotein,Q9NQ76,1,1,common,40,40
3210-1,3210-1_2,Protein,METAP1,SL010374,Methionine aminopeptidase 1,P53582,1,1,common,40,40
4455-89,4455-89_2,Protein,MFGM,SL006523,Lactadherin,Q08431,1,1,common,40,40
3685-53,3685-53_1,Protein,MFRP,SL010466,Membrane frizzled-related protein,Q9BY79,1,1,common,40,1
2687-2,2687-2_1,Protein,MIA,SL001947,Melanoma-derived growth regulatory protein,Q16674,1,1,common,1,1
2730-58,2730-58_2,Protein,MICA,SL005199,MHC class I polypeptide-related sequence A,Q29983,1,1,common,40,40
5102-55,5102-55_3,Protein,MICB,SL005200,MHC class I polypeptide-related sequence B,Q29980,1,1,common,40,40
5356-2,5356-2_3,Protein,MIF,SL003080,Macrophage migration inhibitory factor,P14174,1,1,common,1,1
3040-59,3040-59_1,Protein,MIP-1a,SL000519,C-C motif chemokine 3,P10147,1,1,common,40,40
2468-62,2468-62_3,Protein,MIP-3a,SL000133,C-C motif chemokine 20,P78556,1,1,common,40,40
4922-13,4922-13_1,Protein,MIP-3b,SL003189,C-C motif chemokine 19,Q99731,1,1,common,40,40
3509-1,3509-1_1,Protein,MIP-5,SL003190,C-C motif chemokine 15,Q16663,1,1,common,1,1
4923-79,4923-79_1,Protein,MIS,SL005201,Muellerian-inhibiting factor,P03971,1,1,common,1,0.005
3115-64,3115-64_2,Protein,MK01,SL006918,Mitogen-activated protein kinase 1,P28482,1,1,common,40,40
3825-18,3825-18_2,Protein,MK08,SL010502,Mitogen-activated protein kinase 8,P45983,1,1,common,40,40
5004-69,5004-69_1,Protein,MK11,SL007453,Mitogen-activated protein kinase 11,Q15759,1,1,common,40,40
5005-4,5005-4_1,Protein,MK12,SL007281,Mitogen-activated protein kinase 12,P53778,1,1,common,40,40
5006-71,5006-71_1,Protein,MK13,SL006993,Mitogen-activated protein kinase 13,O15264,1,1,common,40,40
3627-71,3627-71_4,Protein,MMEL2,SL010376,Membrane metallo-endopeptidase-like 1,Q495T6,1,1,common,40,1
4924-32,4924-32_1,Protein,MMP-1,SL000521,Interstitial collagenase,P03956,1,1,common,1,1
4496-60,4496-60_2,Protein,MMP-12,SL000522,Macrophage metalloelastase,P39900,1,1,common,40,40
4925-54,4925-54_2,Protein,MMP-13,SL000523,Collagenase 3,P45452,1,1,common,40,40
5002-76,5002-76_1,Protein,MMP-14,SL002646,Matrix metalloproteinase-14,P50281,1,1,common,40,40
5268-49,5268-49_3,Protein,MMP-16,SL003331,Matrix metalloproteinase-16,P51512,1,1,common,40,40
2838-53,2838-53_1,Protein,MMP-17,SL003332,Matrix metalloproteinase-17,Q9ULZ9,1,1,common,40,40
4160-49,4160-49_1,Protein,MMP-2,SL000124,72 kDa type IV collagenase,P08253,1,1,common,1,1
2788-55,2788-55_1,Protein,MMP-3,SL000524,Stromelysin-1,P08254,1,1,common,40,1
2789-26,2789-26_2,Protein,MMP-7,SL000525,Matrilysin,P09237,1,1,common,1,1
2579-17,2579-17_5,Protein,MMP-9,SL000527,Matrix metalloproteinase-9,P14780,1,1,common,1,0.005
5103-30,5103-30_3,Protein,MO2R1,SL014288,Cell surface glycoprotein CD200 receptor 1,Q8TD46,1,1,common,40,40
2865-77,2865-77_2,Protein,MOZ,SL004724,Histone acetyltransferase KAT6A,Q92794,1,1,common,40,40
3628-3,3628-3_4,Protein,MP2K2,SL010501,Dual specificity mitogen-activated protein kinase kinase 2,P36507,1,1,common,1,1
5242-37,5242-37_3,Protein,MP2K4,SL007237,Dual specificity mitogen-activated protein kinase kinase 4,P45985,1,1,common,1,1
2913-1,2913-1_2,Protein,MPIF-1,SL003302,C-C motif chemokine 23,P55773,1,1,common,1,1
3041-55,3041-55_2,Protein,MRC2,SL008416,C-type mannose receptor 2,Q9UBG0,1,1,common,1,1
3629-60,3629-60_4,Protein,MRCKB,SL006805,Serine/threonine-protein kinase MRCK beta,Q9Y5S2,1,1,common,40,1
4407-10,4407-10_1,Protein,MSP,SL005202,Hepatocyte growth factor-like protein,P26927,1,1,common,0.005,0.005
2640-3,2640-3_2,Protein,MSP R,SL004637,Macrophage-stimulating protein receptor,Q04912,1,1,common,40,40
2637-77,2637-77_2,Protein,Macrophage mannose receptor,SL004579,Macrophage mannose receptor 1,P22897,1,1,common,1,1
3684-78,3684-78_3,Protein,Macrophage scavenger receptor,SL004580,Macrophage scavenger receptor types I and II,P21757,1,1,common,40,40
5001-6,5001-6_2,Protein,Mammaglobin 2,SL001973,Mammaglobin-B,O75556,1,1,common,1,1
3624-3,3624-3_4,Protein,Marapsin,SL011069,Serine protease 27,Q9BQR3,1,1,common,40,1
3893-64,3893-64_1,Protein,Mesothelin,SL001905,Mesothelin,Q13421,1,1,common,40,40
2837-3,2837-3_2,Protein,Met,SL000134,Hepatocyte growth factor receptor,P08581,1,1,common,1,1
2911-27,2911-27_2,Protein,Midkine,SL002621,Midkine,P21741,1,1,common,40,40
5008-51,5008-51_1,Protein,Mn SOD,SL001815,"Superoxide dismutase [Mn], mitochondrial",P04179,1,1,common,1,1
5009-11,5009-11_1,Protein,Moesin,SL005846,Moesin,P26038,1,1,common,40,40
2580-83,2580-83_2,Protein,Myeloperoxidase,SL001796,Myeloperoxidase,P05164,1,1,common,1,1
3042-7,3042-7_2,Protein,Myoglobin,SL000164,Myoglobin,P02144,1,1,common,1,1
5012-67,5012-67_1,Protein,"Myokinase, human",SL004296,Adenylate kinase isoenzyme 1,P00568,1,1,common,1,1
3854-24,3854-24_1,Protein,NACA,SL011631,Nascent polypeptide-associated complex subunit alpha,Q13765,1,1,common,40,40
2731-29,2731-29_2,Protein,NADPH-P450 Oxidoreductase,SL000528,NADPH--cytochrome P450 reductase,P16435,1,1,common,40,40
3894-15,3894-15_2,Protein,NAGK,SL005629,N-acetyl-D-glucosamine kinase,Q9UJ70,1,1,common,1,1
2732-58,2732-58_3,Protein,NANOG,SL005235,Homeobox protein NANOG,Q9H9S0,1,1,common,40,40
2790-54,2790-54_2,Protein,NAP-2,SL003191,Neutrophil-activating peptide 2,P02775,1,1,common,0.005,0.005
4498-62,4498-62_2,Protein,NCAM-120,SL003764,"Neural cell adhesion molecule 1, 120 kDa isoform",P13591,1,1,common,1,1
4246-40,4246-40_2,Protein,NCAM-L1,SL004154,Neural cell adhesion molecule L1,P32004,1,1,common,1,1
5013-2,5013-2_1,Protein,NCC27,SL004915,Chloride intracellular channel protein 1,O00299,1,1,common,1,1
5014-49,5014-49_1,Protein,NCK1,SL006091,Cytoplasmic protein NCK1,P16333,1,1,common,40,40
4249-64,4249-64_2,Protein,NDP kinase B,SL004921,Nucleoside diphosphate kinase B,P22392,1,1,common,40,40
3327-27,3327-27_1,Protein,NET4,SL007673,Netrin-4,Q9HB63,1,1,common,1,1
3056-11,3056-11_1,Protein,NKG2D,SL005204,NKG2-D type II integral membrane protein,P26718,1,1,common,40,40
3003-29,3003-29_2,Protein,NKp30,SL005205,Natural cytotoxicity triggering receptor 3,O14931,1,1,common,40,40
2734-49,2734-49_4,Protein,NKp44,SL005206,Natural cytotoxicity triggering receptor 2,O95944,1,1,common,40,40
5104-57,5104-57_3,Protein,NKp46,SL005207,Natural cytotoxicity triggering receptor 1,O76036,1,1,common,40,40
5357-60,5357-60_3,Protein,NLGNX,SL014113,"Neuroligin-4, X-linked",Q8N0W4,1,1,common,40,40
5196-7,5196-7_3,Protein,NMT1,SL006476,Glycylpeptide N-tetradecanoyltransferase 1,P30419,1,1,common,40,40
5106-52,5106-52_3,Protein,NOTC2,SL007356,Neurogenic locus notch homolog protein 2,Q04721,1,1,common,40,40
2692-74,2692-74_2,Protein,NPS-PLA2,SL002528,"Phospholipase A2, membrane associated",P14555,1,1,common,1,1
5236-2,5236-2_3,Protein,NR1D1,SL007145,Nuclear receptor subfamily 1 group D member 1,P20393,1,1,common,40,40
5110-84,5110-84_3,Protein,NRX1B,SL009054,Neurexin-1-beta,P58400,1,1,common,40,40
5111-15,5111-15_3,Protein,NRX3B,SL008728,Neurexin-3-beta,Q9HDB5,1,1,common,1,1
4250-23,4250-23_3,Protein,NSF1C,SL006268,NSFL1 cofactor p47,Q9UNZ2,1,1,common,40,40
4254-6,4254-6_2,Protein,NUDC3,SL011768,NudC domain-containing protein 3,Q8IVD9,1,1,common,40,40
4562-1,4562-1_2,Protein,NXPH1,SL012457,Neurexophilin-1,P58417,1,1,common,1,1
3630-27,3630-27_4,Protein,Nectin-like protein 1,SL004804,Cell adhesion molecule 3,Q8N126,1,1,common,40,1
3326-58,3326-58_2,Protein,Nectin-like protein 2,SL004805,Cell adhesion molecule 1,Q9BY67,1,1,common,40,40
4145-58,4145-58_2,Protein,Neurotrophin-3,SL004359,Neurotrophin-3,P20783,1,1,common,40,40
4146-58,4146-58_2,Protein,Neurotrophin-5,SL004360,Neurotrophin-4,P34130,1,1,common,40,40
3213-65,3213-65_2,Protein,Nidogen,SL000640,Nidogen-1,P14543,1,1,common,1,1
5105-2,5105-2_3,Protein,Nogo Receptor,SL005208,Reticulon-4 receptor,Q9BZR6,1,1,common,1,1
5107-7,5107-7_2,Protein,Notch 1,SL005703,Neurogenic locus notch homolog protein 1,P46531,1,1,common,1,1
5108-72,5108-72_3,Protein,Notch-3,SL005209,Neurogenic locus notch homolog protein 3,Q9UM47,1,1,common,0.005,0.005
2737-22,2737-22_2,Protein,NovH,SL005236,Protein NOV homolog,P48745,1,1,common,40,40
5109-24,5109-24_3,Protein,Nr-CAM,SL005210,Neuronal cell adhesion molecule,Q92823,1,1,common,40,40
3634-5,3634-5_4,Protein,OBCAM,SL005491,Opioid-binding protein/cell adhesion molecule,Q14982,1,1,common,1,1
3635-76,3635-76_4,Protein,OCAD1,SL010530,OCIA domain-containing protein 1,Q9NX40,1,1,common,40,1
3636-37,3636-37_4,Protein,OLR1,SL007327,Oxidized low-density lipoprotein receptor 1,P78380,1,1,common,40,1
5358-3,5358-3_3,Protein,OMD,SL008574,Osteomodulin,Q99983,1,1,common,1,1
3043-49,3043-49_2,Protein,ON,SL000532,SPARC,P09486,1,1,common,1,0.005
2526-53,2526-53_3,Protein,OPG,SL002539,Tumor necrosis factor receptor superfamily member 11B,O00300,1,1,common,40,40
2693-20,2693-20_3,Protein,OSM,SL000530,Oncostatin-M,P13725,1,1,common,40,1
5112-73,5112-73_3,Protein,OX2G,SL014268,OX-2 membrane glycoprotein,P41217,1,1,common,40,40
2839-2,2839-2_1,Protein,OX40 Ligand,SL004649,Tumor necrosis factor ligand superfamily member 4,P23510,1,1,common,40,40
4769-10,4769-10_3,Protein,Olfactomedin-4,SL008590,Olfactomedin-4,Q6UX06,1,1,common,40,40
2643-57,2643-57_2,Protein,P-Cadherin,SL004183,Cadherin-3,P22223,1,1,common,1,1
4154-57,4154-57_2,Protein,P-Selectin,SL000560,P-selectin,P16109,1,1,common,1,1
4258-15,4258-15_2,Protein,PA2G4,SL008331,Proliferation-associated protein 2G4,Q9UQ80,1,1,common,1,1
5015-15,5015-15_1,Protein,PAFAH,SL003440,Platelet-activating factor acetylhydrolase,Q13093,1,1,common,0.005,0.005
2642-4,2642-4_1,Protein,PAFAH beta subunit,SL004760,Platelet-activating factor acetylhydrolase IB subunit beta,P68402,1,1,common,40,40
2925-9,2925-9_1,Protein,PAI-1,SL000006,Plasminogen activator inhibitor 1,P05121,1,1,common,1,1
3387-1,3387-1_2,Protein,PAK3,SL010508,Serine/threonine-protein kinase PAK 3,O75914,1,1,common,40,40
3827-22,3827-22_1,Protein,PAK6,SL010509,Serine/threonine-protein kinase PAK 6,Q9NQU5,1,1,common,40,40
3388-58,3388-58_2,Protein,PAK7,SL010510,Serine/threonine-protein kinase PAK 7,Q9P286,1,1,common,40,40
4148-49,4148-49_2,Protein,PAPP-A,SL002755,Pappalysin-1,Q13219,1,1,common,1,1
3044-3,3044-3_2,Protein,PARC,SL003323,C-C motif chemokine 18,P55774,1,1,common,0.005,0.005
5016-61,5016-61_2,Protein,PARK7,SL008933,Protein deglycase DJ-1,Q99497,1,1,common,40,40
5011-11,5011-11_1,Protein,PBEF,SL003685,Nicotinamide phosphoribosyltransferase,P43490,1,1,common,40,40
3389-7,3389-7_2,Protein,PCI,SL000550,Plasma serine protease inhibitor,P05154,1,1,common,0.005,0.005
2915-6,2915-6_2,Protein,PCNA,SL000131,Proliferating cell nuclear antigen,P12004,1,1,common,40,40
4459-68,4459-68_2,Protein,PCSK7,SL014069,Proprotein convertase subtilisin/kexin type 7,Q16549,1,1,common,40,40
5231-79,5231-79_3,Protein,PCSK9,SL012707,Proprotein convertase subtilisin/kexin type 9,Q8NBP7,1,1,common,0.005,0.005
3004-67,3004-67_2,Protein,PD-L2,SL004862,Programmed cell death 1 ligand 2,Q9BQ51,1,1,common,40,40
5252-33,5252-33_3,Protein,PDE11,SL016555,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A",Q9HCR9,1,1,common,1,1
5254-69,5254-69_3,Protein,PDE3A,SL016553,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",Q14432,1,1,common,40,1
5255-22,5255-22_3,Protein,PDE4D,SL011404,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Q08499,1,1,common,40,1
5256-86,5256-86_3,Protein,PDE5A,SL011405,"cGMP-specific 3',5'-cyclic phosphodiesterase",O76074,1,1,common,40,1
5178-5,5178-5_3,Protein,PDE7A,SL011406,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",Q13946,1,1,common,40,40
5201-50,5201-50_4,Protein,PDE9A,SL016554,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",O76083,1,1,common,40,40
3459-49,3459-49_2,Protein,PDGF Rb,SL004155,Platelet-derived growth factor receptor beta,P09619,1,1,common,40,40
4499-21,4499-21_1,Protein,PDGF-AA,SL000535,Platelet-derived growth factor subunit A,P04085,1,1,common,40,1
4149-8,4149-8_2,Protein,PDGF-BB,SL000537,Platelet-derived growth factor subunit B,P01127,1,1,common,40,1
3828-54,3828-54_2,Protein,PDGF-CC,SL011071,Platelet-derived growth factor C,Q9NRA1,1,1,common,40,40
5227-60,5227-60_3,Protein,PDK1,SL006921,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",Q15118,1,1,common,40,1
4460-8,4460-8_2,Protein,PDPK1,SL006998,3-phosphoinositide-dependent protein kinase 1,O15530,1,1,common,40,40
2695-25,2695-25_1,Protein,PECAM-1,SL001721,Platelet endothelial cell adhesion molecule,P16284,1,1,common,40,40
4801-13,4801-13_3,Protein,PERL,SL007153,Lactoperoxidase,P22079,1,1,common,40,40
